Gender,Age,State,Mode of Entry,EDT 111 (2),ITE 101 (2),EDT 112 (2),ITE 102 (2),EDT 113 (2),ITE 103 (2),EDT 114 (2),ITE 104 (2),EDT 115 (2),ITE 105 (2),EDT 116 (2),GNS 111 (2),EDU 111 (2),GNS 112 (2),EDU 112 (2),ASE 114 (2),SSE 115 (2),ASE 116 (2),EDT 117 (2),EDT 118 (2),EDT 119 (2),EDT 120 (2),EDT 121 (2),EDT 122 (2),EDT 123 (2),EDT 124 (2),ITE 201 (2),SSE 201 (2),EDT 211 (2),SSE 202 (2),ITE 202 (2),GSE 202 (2),EDU 212 (2),EDU 211 (2),EDT 212 (2),ITE 203 (2),EDT 203 (3),EDT 214 (2),ITE 204 (2),EDT 215 (2),ITE 206 (2),ITE 207 (2),ITE 208 (2),GNS 211 (2),GNS 212 (2),EDT 213 (2),EDU 213 (2),EDU 214 (2),EDU 215 (2),EDU 216 (2),EDT 216 (2),EDT 217 (2),EDT 218 (2),EDT 219 (2),EDT 220 (2),EDT 221 (2),EDT 222 (2),EDT 223 (1),EDT 224 (2),EDT 225 (2),EDT 226 (2),EDT 227 (2),EDT 228 (2),EDT 229 (2),EDT 230 (2),EDT 311 (2),ITE 301 (2),GSE 301 (3),SSE 302 (2),EDT 312 (2),ITE 302 (2),EDT 313 (2),ITE 303 (2),EDT 314 (2),ITE 304 (2),SSE 304 (3),AED 305 (2),EDT 315 (2),EDT 316 (2),ITE 306 (2),EDT 317 (2),EDT 318 (2),EDT 319 (2),ITE 307 (2),ITE 308 (2),EDT 310 (2),HED 310 (2),GNS 311 (2),EDU 311 (2),GNS 312 (1),EDU 312 (2),EDU 313 (2),EDU 314 (2),EDU 315 (2),EDU 316 (3),EDT 320 (2),EDT 321 (2),EDT 322 (2),EDT 323 (2),EDT 324 (2),EDT 325 (2),EDT 326 (2),EDT 327 (2),EDT 328 (2),EDT 329 (2),DLC 400 (0),EDT 411 (3),EDU 412 (2),EDT 412 (2),AED 403 (2),EDT 413 (2),SSE 404 (2),EDT 414 (2),SED 405 (2),EDT 415 (2),SED 406 (2),EMA 407 (2),CED 408 (2),EDT 410 (2),EDU 411 (4),EDU 413 (2),EDU 414 (2),EDU 415 (2),EDU 416 (2),EDT 416 (2),EDU 417 (2),EDT 417 (2),EDT 418 (2),EDT 419 (2),EDT 420 (2),EDT 421 (2),EDT 422 (2),EDT 423 (2),EDT 424 (2),EDT 425 (2),EDU 499 (4),Final CGPA,Class of Degree
Male,23,kwara,Direct,60,,,,,,,,,,,72,,60,,,,,,,,57,,,,,98,52,58,48,50,,,,50,70,63,52,65,80,54,56,52,80,60,60,,,,,,,,,,,,,,,,,,,,61,40,42,68,55,,68,64,71,67,58,60,54,62,61,57,61,,60,,53,76,66,,,,,,,,,,,,,,,,,,80,61,,55,89,55,63,45,88,61,59,62,64,63,,,,,,,,,,,,,,,,,62,3.6,Second Class Upper
Male,23,oyo,Direct,60,,,,,,,,,,,60,,64,,,,,,,,70,,,,,59,70,45,56,44,,,,67,67,63,56,67,75,70,76,48,68,56,54,,,,,,,,,,,,,,,,,,,,63,53,40,59,50,,72,80,71,64,55,72,,,61,60,60,,65,,57,72,60,,,,,,,,,,,,,,,,,,66,68,,66,96,51,52,45,91,61,62,60,68,63,,,,,,,,,,,,,,,,,64,3.585365854,Second Class Upper
Female,24,kwara,Direct,60,,,,,,,,,,,58,,50,,,,,,,,66,,,,,80,48,65,42,57,,,,56,48,64,53,66,72,57,54,42,60,40,67,,,,,,,,,,,,,,,,,,,,60,58,40,54,51,,63,79,57,64,40,50,56,61,45,57,,57,60,,51,58,46,,,,,,,,,,,,,,,,,,60,64,,57,90,54,56,50,56,60,52,54,56,54,,,,,,,,,,,,,,,,,65,2.961832061,Second Class Lower
Male,26,ekiti,Direct,60,,,,,,,,,,,44,,60,,,,,,,,73,,,,,68,64,60,44,42,,,,62,59,64,51,65,76,73,62,62,48,42,73,,,,,,,,,,,,,,,,,,,,61,60,40,51,40,,62,75,63,64,52,70,54,61,68,66,47,,58,,66,72,50,,,,,,,,,,,,,,,,,,60,71,,64,98,57,63,61,91,60,61,58,68,52,,,,,,,,,,,,,,,,,64,3.617886179,Second Class Upper
Male,34,kwara,Direct,60,,,,,,,,,,,64,,78,,,,,,,,58,,,,,84,66,70,48,52,,,,65,51,60,46,73,79,73,57,66,76,58,50,,,,,,,,,,,,,,,,,,,,57,67,40,54,41,,57,75,60,67,53,52,52,60,64,65,,50,50,64,53,64,50,,,,,,,,,,,,,,,,,,96,67,,60,76,53,48,54,75,58,48,64,55,57,,,,,,,,,,,,,,,,,62,3.52,Second Class Upper
Female,24,osun,Direct,60,,,,,,,,,,,46,,48,,,,,,,,63,,,,,48,44,61,40,40,,,,62,54,54,70,65,65,62,79,56,66,52,54,,,,,,,,,,,,,,,,,,,,60,48,42,56,43,,68,78,63,64,54,48,46,65,51,60,,,40,,57,66,40,,,,,,,,,,,,,,,,,,56,64,,53,83,60,57,50,81,60,69,46,62,46,,,,,,,,,,,,,,,,,64,3.08,Second Class Lower
Male,21,kwara,Direct,60,,,,,,,,,,,60,,68,,,,,,,,73,,,,,92,46,42,60,48,,,,64,63,62,64,64,76,71,62,62,78,50,61,,,,,,,,,,,,,,,,,,,,61,68,40,66,62,,76,76,67,67,65,66,56,78,55,64,,,70,62,60,80,74,,,,,,,,,,,,,,,,,,66,66,,56,92,63,65,64,93,61,69,64,73,64,,,,,,,,,,,,,,,,,66,3.944,Second Class Upper
Male,25,kwara,Direct,60,,,,,,,,,,,46,,68,,60,74,52,,,,72,,,,,88,64,44,90,54,,,,68,57,63,68,60,73,60,59,74,62,54,62,,,,,,,,,,,,,,,,,,,,60,70,48,62,45,,64,71,61,67,57,68,,63,75,73,56,,50,,65,69,50,,,,,,,,,,,,,,,,,,86,74,,53,98,50,68,52,96,57,69,56,65,63,,,,,,,,,,,,,,,,,68,3.684210526,Second Class Upper
Female,22,osun,Direct,60,,,,,,,,,,,50,,64,,,,,,,,57,,,,,78,62,54,60,56,,,,66,59,62,64,69,75,66,55,48,70,54,46,,,,,,,,,,,,,,,,,,,,56,61,44,64,53,,61,80,58,65,63,60,60,63,63,64,,,60,,65,77,48,,,,,,,,,,,,,,,,,,66,60,,67,84,65,66,54,90,71,72,64,64,70,,,,,,,,,,,,,,,,,68,3.664,Second Class Upper
Male,23,osun,Direct,60,,,,,,,,,,,62,,44,,48,70,50,,,,77,,,,,74,54,45,86,40,,,,60,51,63,60,62,76,65,44,58,70,46,57,,,,,,,,,,,,,,,,,,,,61,56,46,55,43,,78,80,67,64,55,50,,60,57,70,56,64,47,,63,82,56,,,,,,,,,,,,,,,,,,60,63,,57,98,54,59,65,97,63,68,60,57,60,,,,,,,,,,,,,,,,,66,3.496240602,Second Class Lower
Female,19,osun,Direct,60,,,,,,,,,,,56,,56,,,,,,,,72,,,,,92,62,57,58,55,,,,71,65,70,75,64,76,70,63,52,72,46,74,,,,,,,,,,,,,,,,,,,,60,46,40,47,53,,71,87,53,65,56,48,53,74,68,73,,,65,,65,71,42,,,,,,,,,,,,,,,,,,56,65,,52,96,56,79,60,90,57,52,62,71,66,,,,,,,,,,,,,,,,,67,3.640625,Second Class Upper
Female,22,oyo,Direct,60,,,,,,,,,,,52,,52,,,,,,,,67,,,,,94,60,55,54,56,,,,70,66,57,68,71,81,63,60,60,70,48,63,,,,,,,,,,,,,,,,,,,,68,64,40,65,46,,81,76,60,65,62,70,,60,50,68,56,,60,,57,74,64,,,,,,,,,,,,,,,,,,60,64,,57,97,55,76,64,91,57,73,54,76,61,,,,,,,,,,,,,,,,,65,3.845528455,Second Class Upper
Female,23,kwara,Direct,60,,,,,,,,,,,48,,62,,,,,,,,68,,,,,74,58,43,40,60,,,,63,51,64,58,64,61,43,47,60,60,40,65,,,,,,,,,,,,,,,,,,,,60,52,40,45,43,,61,78,66,64,43,62,,60,45,63,,,65,,51,61,40,,,,,,,,,,,,,,,,,,76,61,,50,52,57,65,25,45,60,71,46,59,60,,,,,,,,,,,,,,,,,63,2.952,Second Class Lower
Male,36,kwara,Direct,60,,,,,,,,,,,40,,50,,,,,,,,67,,,,,68,60,42,44,50,,,,67,66,67,48,72,73,71,53,68,70,40,50,,,,,,,,,,,,,,,,,,,,67,50,42,44,45,,52,62,60,66,43,62,,63,61,62,46,58,50,,62,68,42,,,,,,,,,,,,,,,,,,60,70,,54,94,55,56,53,83,56,64,60,57,56,,,,,,,,,,,,,,,,,64,3.015037594,Second Class Lower
Male,20,ogun,Direct,60,,,,,,,,,,,60,,80,,,,,,,,70,,,,,76,64,61,50,46,,,,66,71,67,76,63,77,66,58,60,64,46,66,,,,,,,,,,,,,,,,,,,,68,68,48,62,60,,81,87,68,64,56,60,,72,57,74,72,70,70,,67,73,52,,,,,,,,,,,,,,,,,,60,60,,70,89,50,54,57,78,71,74,56,53,70,,,,,,,,,,,,,,,,,69,4.056,Second Class Upper
Male,21,osun,Direct,60,,,,,,,,,,,60,,62,56,12,68,53,,,,60,,,,,88,64,60,52,40,,,,62,42,60,50,67,66,46,71,60,76,48,56,,,,,,,,,,,,,,,,,,,,,60,40,57,41,,80,77,43,67,52,62,,60,60,60,56,,45,,50,72,72,,,,,,,,,,,,,,,,,,66,66,,62,79,60,71,54,85,64,51,72,63,60,,,,,,,,,,,,,,,,,63,3.184931507,Second Class Lower
Female,23,kwara,Direct,60,,,,,,,,,,,58,,60,,,,,,,,57,,,,,88,64,60,58,46,,,,68,67,60,51,69,73,66,52,56,68,64,61,,,,,,,,,,,,,,,,,,,,66,61,46,68,50,,78,85,60,67,61,72,,70,40,58,50,60,68,,57,79,62,,,,,,,,,,,,,,,,,,66,66,,65,93,40,65,54,87,72,68,66,63,60,,,,,,,,,,,,,,,,,64,3.752,Second Class Upper
Male,21,ondo,Direct,60,,,,,,,,,,,52,,66,,,,,,,,55,,,,,94,78,60,44,64,,,,65,67,54,50,74,76,67,65,48,70,46,43,,,,,,,,,,,,,,,,,,,,60,66,50,53,50,,67,89,75,64,51,64,,55,64,63,,,65,,60,62,54,,,,,,,,,,,,,,,,,,50,62,,63,94,57,71,54,91,74,65,58,63,65,,,,,,,,,,,,,,,,,62,3.642276423,Second Class Upper
Male,23,osun,Direct,60,,,,,,,,,,,48,,56,,64,64,52,,,,70,,,,,78,46,43,82,52,,,,66,55,54,52,78,64,68,48,68,70,44,61,,,,,,,,,,,,,,,,,,,,60,66,48,55,50,,70,79,62,66,47,62,,61,57,70,45,,65,,64,58,44,,,,,,,,,,,,,,,,,,56,58,,46,92,55,62,48,90,62,56,58,55,51,,,,,,,,,,,,,,,,,63,3.330827068,Second Class Lower
Female,25,kwara,Direct,60,,,,,,,,,,,52,,60,,,,,,,,56,,,,,86,58,67,48,54,,,,58,63,70,54,74,70,67,52,58,58,52,62,,,,,,,,,,,,,,,,,,,,60,62,40,61,54,,73,80,60,70,47,52,55,70,61,70,,,60,68,64,64,52,,,,,,,,,,,,,,,,,,46,67,,52,88,64,61,58,80,62,60,48,69,70,,,,,,,,,,,,,,,,,66,3.752,Second Class Upper
Female,22,kogi,Direct,60,,,,,,,,,,,66,,74,,,,,,,,56,,,,,90,64,50,56,56,,,,72,70,60,63,62,80,58,49,62,54,56,61,,,,,,,,,,,,,,,,,,,,60,50,46,68,53,,70,76,57,66,56,46,54,61,55,60,56,,60,,60,79,66,,,,,,,,,,,,,,,,,,90,60,,66,93,55,66,60,86,64,44,54,69,66,,,,,,,,,,,,,,,,,66,3.637795276,Second Class Upper
Male,27,kwara,Direct,60,,,,,,,,,,,58,,60,,56,63,44,,,,70,,,,,76,54,50,44,44,,,,61,52,59,53,70,74,48,45,58,70,48,62,,,,,,,,,,,,,,,,,,,,60,65,47,56,46,,75,61,70,67,51,42,,58,,63,,,65,58,50,72,40,,,,,,,,,,,,,,,,,,66,62,,50,90,57,47,40,84,57,73,72,59,60,,,,,,,,,,,,,,,,,62,3.110294118,Second Class Lower
Male,23,kwara,Direct,60,,,,,,,,,,,72,,72,,96,78,74,,,,71,,,,,86,70,60,76,56,,,,66,69,64,80,72,76,68,49,82,76,66,65,,,,,,,,,,,,,,,,,,,,72,63,56,77,60,,80,80,68,63,67,70,54,57,73,65,74,,64,,71,90,78,,,,,,,,,,,,,,,,,,76,62,,68,93,60,75,67,94,71,87,66,71,62,,,,,,,,,,,,,,,,,62,4.381679389,Second Class Upper
Female,25,oyo,Direct,60,,,,,,,,,,,46,,48,,,,,,,,55,,,,,78,64,60,48,40,,,,60,49,62,68,67,71,61,60,54,48,42,60,,,,,,,,,,,,,,,,,,,,60,43,40,45,41,,64,56,60,65,53,46,52,60,55,56,42,,56,,57,62,42,,,,,,,,,,,,,,,,,,66,62,,56,87,54,48,60,94,56,52,56,48,52,,,,,,,,,,,,,,,,,66,3.032,Second Class Lower
Female,24,oyo,Direct,60,,,,,,,,,,,54,,72,,,,,,,,72,,,,,86,62,56,74,50,,,,70,65,59,61,61,77,68,63,56,74,58,55,,,,,,,,,,,,,,,,,,,,61,60,40,58,42,,64,84,56,65,59,60,54,60,56,63,,,62,,47,75,58,,,,,,,,,,,,,,,,,,40,64,,53,91,54,66,50,90,68,62,64,61,63,,,,,,,,,,,,,,,,,64,3.616,Second Class Upper
Female,24,ogun,Direct,60,,,,,,,,,,,62,,74,,,,,,,,73,,,,,86,56,65,48,48,,,,70,68,68,60,71,85,71,59,60,80,62,70,,,,,,,,,,,,,,,,,,,,60,60,52,64,63,,73,88,61,67,61,60,51,60,66,67,,,60,72,70,80,52,,,,,,,,,,,,,,,,,,76,64,,65,85,68,72,66,86,67,63,64,67,64,,,,,,,,,,,,,,,,,66,4.16,Second Class Upper
Male,26,kwara,Direct,60,,,,,,,,,,,68,,64,,,,,,,,65,,,,,78,62,54,47,50,,,,65,62,63,58,52,78,64,58,64,66,48,65,,,,,,,,,,,,,,,,,,,,72,50,40,58,45,,62,64,61,64,51,54,26,58,46,60,70,,60,,51,60,42,,,,,,,,,,,,,,,,,,46,60,,56,73,53,56,48,72,72,65,58,54,60,,,,,,,,,,,,,,,,,62,3.354330709,Second Class Lower
Male,18,kwara,UTME,60,,,,,,,,,,,64,,64,,53,63,53,,,,60,,,,,74,41,65,44,60,,,,60,45,43,61,64,54,64,47,52,48,40,57,,,,,,,,,,,,,,,,,,,,56,67,41,67,60,,58,57,52,66,47,77,,43,60,50,60,57,42,,52,46,40,,,,,,,,,,,,,,,,,,56,68,,64,63,63,40,50,43,65,50,49,59,61,,,,,,,,,,,,,,,,,63,2.534090909,Second Class Lower
Female,17,kwara,UTME,60,,,,,,,,,,,56,,64,,72,69,63,,,,73,,,,,85,54,68,51,66,,,,77,50,67,63,62,63,67,64,54,58,44,58,,,,,,,,,,,,,,,,,,,,59,49,56,79,54,,61,71,64,60,60,86,,48,65,53,60,60,50,,77,60,52,,,,,,,,,,,,,,,,,,56,60,,67,66,66,44,57,65,60,50,50,61,70,,,,,,,,,,,,,,,,,66,3.198830409,Second Class Lower
Male,16,ekiti,UTME,60,,,,,,,,,,,54,,68,,62,40,50,,,,71,,,,,81,45,51,40,55,,,,60,51,55,60,64,70,70,61,51,54,48,50,,,,,,,,,,,,,,,,,,,,63,53,40,72,53,,57,48,55,60,46,50,,40,60,60,57,66,50,,63,55,58,,,,,,,,,,,,,,,,,,70,57,,58,62,70,40,70,55,52,50,58,56,51,,,,,,,,,,,,,,,,,65,2.834319527,Second Class Lower
Male,19,kwara,UTME,60,,,,,,,,,,,62,,64,,58,51,48,,,,64,,,,,82,56,51,46,56,,,,60,50,54,63,63,68,48,46,56,60,48,54,,,,,,,,,,,,,,,,,,,,57,67,40,60,47,,58,61,53,67,58,74,,62,,58,66,60,60,,60,65,42,,,,,,,,,,,,,,,,,,76,62,,45,78,62,44,62,63,62,59,43,65,70,,,,,,,,,,,,,,,,,64,2.865497076,Second Class Lower
Male,18,osun,UTME,60,,,,,,,,,,,56,,72,,66,53,62,,,,70,,,,,81,73,49,58,60,,,,68,62,61,50,62,76,50,56,50,78,72,58,,,,,,,,,,,,,,,,,,,,60,63,40,76,47,,61,62,62,67,53,88,,43,,57,41,58,57,,65,68,56,,,,,,,,,,,,,,,,,,80,57,,66,66,63,40,58,56,50,50,59,56,66,,,,,,,,,,,,,,,,,63,3.023952096,Second Class Lower
Female,18,kwara,UTME,60,,,,,,,,,,,60,,58,,59,55,56,,,,70,,,,,71,41,53,60,46,,,,55,50,58,66,63,58,42,67,54,50,46,58,,,,,,,,,,,,,,,,,,,,64,63,40,67,52,,56,60,55,65,72,69,,43,,41,67,65,52,,64,72,66,,,,,,,,,,,,,,,,,,56,58,,66,63,68,44,71,61,52,56,52,65,81,,,,,,,,,,,,,,,,,70,3,Second Class Lower
Male,20,anambra,UTME,60,,,,,,,,,,,62,,62,,67,59,63,,,,70,,,,,79,71,60,59,64,,,,60,51,48,62,61,66,55,56,50,78,48,59,,,,,,,,,,,,,,,,,,,,61,71,50,76,52,,55,64,56,65,53,67,,52,,60,62,53,62,53,74,60,58,,,,,,,,,,,,,,,,,,66,61,,53,69,73,42,71,56,51,73,47,56,81,,,,,,,,,,,,,,,,,68,3.125748503,Second Class Lower
Female,17,kwara,UTME,60,,,,,,,,,,,68,,64,,71,60,56,,,,73,,,,,79,59,53,47,62,,,,66,50,63,61,64,69,51,76,52,72,44,58,,,,,,,,,,,,,,,,,,,,61,80,44,64,50,,58,53,60,64,45,47,,42,,73,48,61,40,,58,55,56,,,,,,,,,,,,,,,,,,70,60,,60,59,68,44,61,56,62,72,56,56,78,,,,,,,,,,,,,,,,,67,2.964497041,Second Class Lower
Male,21,kwara,UTME,60,,,,,,,,,,,44,,46,,82,54,63,,,,76,,,,,79,74,64,59,64,,,,65,71,74,66,64,65,68,54,60,82,58,54,,,,,,,,,,,,,,,,,,,,61,50,47,71,53,,60,72,60,65,50,78,,43,,62,72,67,50,,60,68,68,,,,,,,,,,,,,,,,,,76,60,,66,65,57,40,50,62,55,59,61,64,75,,,,,,,,,,,,,,,,,66,3.305389222,Second Class Lower
Male,23,lagos,UTME,60,,,,,,,,,,,68,,62,,76,72,52,,,,60,,,,,54,44,65,43,53,,,,61,52,64,52,61,44,46,56,61,52,56,60,,,,,,,,,,,,,,,,,,,,61,57,44,60,47,,58,46,61,67,47,58,,61,36,55,47,,42,,50,50,48,,,,,,,,,,,,,,,,,,50,57,,68,59,68,40,55,43,55,44,40,42,60,,,,,,,,,,,,,,,,,70,2.538011696,Second Class Lower
Male,17,kogi,UTME,60,,,,,,,,,,,56,,44,,57,75,48,,,,70,,,,,80,55,52,49,53,,,,63,60,57,58,66,59,67,62,55,58,52,49,,,,,,,,,,,,,,,,,,,,60,55,40,67,51,,54,63,50,67,47,77,,47,65,55,70,64,40,,64,57,40,,,,,,,,,,,,,,,,,,66,57,,68,71,61,40,61,53,55,53,52,54,64,,,,,,,,,,,,,,,,,63,2.801169591,Second Class Lower
Male,16,ekiti,UTME,60,,,,,,,,,,,66,,68,,57,76,60,,,,61,,,,,84,56,41,58,63,,,,60,43,41,48,45,72,44,57,65,66,52,58,,,,,,,,,,,,,,,,,,,,50,70,51,65,52,,53,40,60,64,46,59,,43,,47,,,40,,50,59,58,,,,,,,,,,,,,,,,,,85,68,,48,67,61,40,57,61,55,62,56,64,60,,,,,,,,,,,,,,,,,60,2.50877193,Second Class Lower
Male,25,oyo,UTME,34,53,62,62,30,65,44,38,50,50,36,46,,52,,48,50,55,,,46,64,,,,,41,,50,52,0,,,,26,52,51,41,17,60,47,40,0,54,42,43,,,,,,,,,,,41,,,,,,,,,63,51,59,40,57,,50,40,63,70,0,52,,13,,64,55,,50,53,54,54,48,,61,,,,,54,,,,,,,,,,,,67,,61,57,58,42,41,49,54,55,55,54,,,,,,,,,,,,,,,,,,48,2.217877095,Third Class
Male,26,kwara,UTME,40,60,63,53,44,60,57,40,42,40,50,44,,46,,0,64,54,,,,57,,,,,62,40,58,49,57,,,52,70,61,57,45,65,41,51,42,41,66,50,65,,,,,,,,,,,,,,,,,,,,60,57,40,14,61,40,54,53,68,70,41,49,,20,,62,63,50,45,,50,52,50,,50,,,,,,,,,,,,,,,,,61,46,58,62,54,55,25,39,54,40,59,44,43,,,,,,,,,,,,,,,,,60,2.431952663,Second Class Lower
Male,22,ogun,UTME,43,60,48,53,43,61,53,78,54,53,62,40,,50,,49,53,,,,,67,,,,,60,42,52,55,40,,,54,,52,50,48,78,53,46,25,39,50,46,54,,,,,,,,,,,66,,,,,,,,,,62,45,,62,,57,65,64,75,,53,,58,,67,,,51,58,54,47,44,,45,,,,,53,,,,,,,,,,,,,46,56.5,,60,63,56,46,74,,52,45,42,,54,,,,,,,,,,,,,,,63,2.539877301,Second Class Lower
Female,15,ogun,UTME,30,64,42,50,26,34,44,,70,43,58,62,,58,,49,64,,,,,63,,,,,48,34,48,43,60,,,53,21,56,53,46,60,63,34,40,47,66,52,49,,,60,,,,,45,72,,,,,,,,,,46,64,50,51,40,59,,52,50,52,63,54,42,,46,,61,50,40,0,,53,56,56,,40,,,,,,,,,,,,,,,,,58,,64,58,65,58,43,56,81,52,72,52,40,,,,,,45,,,,,,,,22,,45,54,2.287234043,Third Class
Male,22,kwara,Direct,50,,,,,,,,,,,52,,70,,62,54,45,,,,60,,,,,66,53,45,54,63,,,,54,60,56,53,65,71,52,71,55,62,50,44,,,,,,,,,,,,,,,,,,,,61,60,42,64,48,,55,55,63,66,42,57,,41,,60,47,64,42,,58,54,52,,,,,,,,,,,,,,,,,,70,67,,71,63,60,40,55,46,50,54,49,55,46,,,,,,,,,,,,,,,,,65,3.124031008,Second Class Lower
Female,22,kwara,Direct,50,,,,,,,,,,,58,,60,,,,,,,,67,,,,,81,58,60,60,56,,,,63,58,74,63,70,67,70,65,60,44,52,54,,,,,,,,,,,,,,,,,,,,67,63,46,72,53,,59,73,62,65,52,56,,43,,62,70,66,42,,75,68,42,,,,,,,,,,,,,,,,,,56,67,,65,64,66,40,73,64,51,52,61,59,65,,,,,,,,,,,,,,,,,68,3.593495935,Second Class Upper
Male,27,kwara,Direct,50,,,,,,,,,,,64,,62,,,,,,,,70,,,,,56,75,67,63,60,,,,71,54,67,67,63,69,75,66,50,54,46,54,,,,,,,,,,,,,,,,,,,,67,55,41,65,53,,55,61,60,66,59,65,,51,70,61,73,,52,,70,48,52,,,,,,,,,,,,,,,,,,80,70,,51,70,64,40,54,61,62,71,61,60,82,,,,,,,,,,,,,,,,,55,3.608,Second Class Upper
Male,25,kwara,Direct,50,,,,,,,,,,,50,,64,,,,,,,,66,,,,,89,55,62,53,65,,,,53,55,61,45,62,62,63,66,56,52,50,57,,,,,,,,,,,,,,,,,,,,61,58,40,66,46,,54,60,66,66,48,64,,57,60,70,70,56,42,,72,52,50,,,,,,,,,,,,,,,,,,40,55,,64,72,62,40,70,55,50,54,53,55,70,,,,,,,,,,,,,,,,,63,3.424,Second Class Lower
Female,28,kwara,Direct,50,,,,,,,,,,,54,,58,,,,,,,,60,,,,,56,63,51,41,52,,,,47,51,43,48,61,42,60,47,50,66,50,51,,,,,,,,,,,,,,,,,,,,61,47,40,57,52,,60,50,46,60,42,58,,57,53,58,,,50,59,56,51,60,,,,,,,,,,,,,,,,,,56,63,,51,53,59,40,42,47,51,40,49,58,45,,,,,,,,,,,,,,,,,60,2.558139535,Second Class Lower
Female,15,osun,Direct,50,,,,,,,,,,,44,,56,,63,61,46,,,,70,,,,,48,53,60,55,70,,,,70,50,58,62,65,48,45,50,74,46,42,43,,,,,,,,,,,,,,,,,,,,66,72,40,65,46,,50,54,55,66,65,48,,51,,62,,60,52,59,53,53,40,,,,,,,,,,,,,,,,,,50,60,,65,48,61,40,67,45,60,40,47,49,61,,,,,,,,,,,,,,,,,70,2.992537313,Second Class Lower
Male,24,oyo,Direct,50,,,,,,,,,,,52,,58,,,,,,,,50,,,,,63,41,46,40,66,,,,55,55,50,40,61,49,50,48,55,60,40,43,,,,,,,,,,,,,,,,,,,,61,50,43,53,43,,54,55,63,67,52,52,,40,,47,51,,60,56,53,55,46,,,,,,,,,,,,,,,,,,45,55,,44,66,61,40,40,45,75,49,47,50,63,,,,,,,,,,,,,,,,,70,2.576923077,Second Class Lower
Female,23,oyo,Direct,50,,,,,,,,,,,46,,68,,,,,,,,66,,,,,75,58,50,58,65,,,,61,64,62,64,64,59,52,65,54,60,40,58,,,,,,,,,,,,,,,,,,,,65,52,40,68,50,,58,77,60,63,48,78,,42,,57,62,63,42,,70,44,48,,,,,,,,,,,,,,,,,,70,63,,60,56,73,40,55,48,57,71,54,53,50,,,,,,,,,,,,,,,,,68,3.292682927,Second Class Lower
Male,24,oyo,Direct,50,,,,,,,,,,,56,,62,,,,,,,,72,,,,,88,83,58,66,60,,,,62,54,61,66,64,71,55,68,60,70,46,65,,,,,,,,,,,,,,,,,,,,54,61,41,72,57,,57,74,57,70,59,86,,52,,68,62,,42,,72,81,62,,,,,,,,,,,,,,,,,,60,62,,72,62,72,46,53,69,50,63,67,72,55,,,,,,,,,,,,,,,,,62,3.776859504,Second Class Upper
Male,21,osun,Direct,50,,,,,,,,,,,48,,68,,,,,,,,67,,,,,84,71,62,65,60,,,,60,66,67,66,68,69,62,70,56,68,56,67,,,,,,,,,,,,,,,,,,,,61,72,40,77,54,,56,68,60,60,48,75,,52,,62,73,65,60,,65,49,78,,,,,,,,,,,,,,,,,,85,58,,51,64,67,40,60,66,60,55,62,67,72,,,,,,,,,,,,,,,,,68,3.788617886,Second Class Upper
Male,25,edo,Direct,50,,,,,,,,,,,54,,50,,,,,,,,70,,,,,65,50,59,44,55,,,,62,54,61,52,62,48,47,62,57,42,46,56,,,,,,,,,,,,,,,,,,,,58,51,44,49,40,44,58,66,60,65,46,40,,40,50,54,,,52,,51,47,50,,,,,,,,,,,,,,,,,,50,67,,62,43,68,40,53,40,60,43,40,46,60,,,,,,,,,,,,,,,,,70,2.613636364,Second Class Lower
Male,26,oyo,Direct,50,,,,,,,,,,,40,,40,,,,,,,,70,,,,,85,45,60,57,57,,,,72,60,61,63,63,66,58,71,63,62,40,59,,,,,,,,,,,,,,,,,,,,71,71,46,70,56,60,56,60,64,67,75,84,,40,,61,67,58,47,,72,64,62,,,,,,,,,,,,,,,,,,66,63,,64,77,63,44,57,57,53,60,60,62,62,,,,,,,,,,,,,,,,,66,3.664,Second Class Upper
Male,26,kwara,Direct,50,,,,,,,,,,,68,,58,,,,,,,,71,,,,,82,67,52,64,60,,,,70,75,66,62,62,68,65,73,67,64,48,56,,,,,,,,,,,,,,,,,,,,63,68,44,66,48,,68,71,54,67,60,66,,43,,70,,64,42,58,68,64,56,,,,,,,,,,,,,,,,,,40,62,,63,71,66,40,57,59,60,65,65,52,62,,,,,,,,,,,,,,,,,64,3.691056911,Second Class Upper
Female,22,ogun,Direct,50,,,,,,,,,,,46,,66,,,,,,,,72,,,,,83,59,58,67,60,,,,75,64,55,70,70,66,64,62,57,48,48,58,,,,,,,,,,,,,,,,,,,,60,71,40,72,48,,60,64,73,61,67,85,,58,,57,,62,52,,71,55,52,,,,,,,,,,,,,,,,,,70,68,,74,74,61,62,55,67,55,66,58,70,83,,,,,,,,,,,,,,,,,70,3.809917355,Second Class Upper
Male,27,kwara,Direct,50,,,,,,,,,,,40,,52,,,,,,,,55,,,,,50,58,55,50,60,,,,58,63,37,57,64,59,60,56,50,46,40,57,,,,,,,,,,,,,,,,,,,,61,49,40,55,51,,53,58,65,67,53,54,,47,58,50,,,50,,64,42,48,,,,,,,,,,,,,,,,,,56,48,,41,66,68,40,51,49,64,66,51,50,75,,,,,,,,,,,,,,,,,62,2.775193798,Second Class Lower
